name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,N61311_Ctrl,N052611_Ctrl,N080611_Ctrl,N061011_Ctrl,N61311_Dex,N052611_Dex,N080611_Dex,N061011_Dex
ENSG00000170035,UBE2E3,122,66.2,55.8,0.84,-0.3,1.4e-01,1.0e+00,0.4328,1304,72,53,79,61,49,60,62,52
ENSG00000254122,PCDHGB7,164.5,98.5,66,0.671,-0.6,1.4e-01,1.0e+00,0.4328,1304,83,77,168,66,55,54,113,42
ENSG00000125651,GTF2F1,128,69.8,58.2,0.839,-0.3,1.4e-01,1.0e+00,0.4328,1304,82,72,56,69,59,54,70,50
ENSG00000155463,OXA1L,158.5,86,72.5,0.84,-0.3,1.4e-01,1.0e+00,0.4331,1306,71,83,107,83,78,59,73,80
ENSG00000263956,NBPF11,27.5,16.2,11.2,0.711,-0.5,1.4e-01,1.0e+00,0.4331,1306,16,18,12,19,18,10,10,7
ENSG00000183853,KIRREL1,577.8,311,266.8,0.858,-0.2,1.4e-01,1.0e+00,0.4334,1308,271,294,345,334,228,239,298,302
ENSG00000176890,TYMS,31.5,19.5,12,0.634,-0.7,1.4e-01,1.0e+00,0.4334,1308,23,10,24,21,20,5,16,7
ENSG00000144026,ZNF514,34.2,19.5,14.8,0.772,-0.4,1.4e-01,1.0e+00,0.4336,1309,17,25,21,15,16,12,13,18
ENSG00000099377,HSD3B7,34,13.8,20.2,1.457,0.5,1.4e-01,1.0e+00,0.4352,1314,17,7,10,21,18,25,13,25
ENSG00000288198,PPFIA1,17.5,13.5,4,0.308,-1.7,1.4e-01,1.0e+00,0.4352,1315,14,22,18,0,0,0,16,0
ENSG00000100764,PSMC1,100,43.8,56.2,1.281,0.4,1.4e-01,1.0e+00,0.4352,1315,45,48,30,52,36,62,60,67
ENSG00000291237,SOD2,1321.2,568.2,753,1.324,0.4,1.4e-01,1.0e+00,0.4352,1316,490,512,897,374,658,930,822,602
ENSG00000126790,L3HYPDH,38.2,16.8,21.5,1.287,0.4,1.4e-01,1.0e+00,0.4352,1316,20,14,13,20,25,17,22,22
ENSG00000134574,DDB2,90.5,50.2,40.2,0.8,-0.3,1.4e-01,1.0e+00,0.4352,1317,66,51,42,42,52,39,32,38
ENSG00000160058,BSDC1,149.8,80.5,69.2,0.861,-0.2,1.4e-01,1.0e+00,0.4358,1319,83,75,93,71,68,60,72,77
ENSG00000036054,TBC1D23,104.5,48.2,56.2,1.167,0.2,1.4e-01,1.0e+00,0.4358,1319,53,43,45,52,56,63,58,48
ENSG00000105514,RAB3D,25.2,10.2,15,1.466,0.6,1.4e-01,1.0e+00,0.4358,1320,11,6,9,15,10,18,11,21
ENSG00000277140,MARF1,79,25,54,2.181,1.1,1.4e-01,1.0e+00,0.4363,1321,19,61,0,20,55,79,66,16
ENSG00000139921,TMX1,97.8,43.5,54.2,1.246,0.3,1.4e-01,1.0e+00,0.4369,1324,54,37,31,52,62,58,44,53
ENSG00000133935,ERG28,31.8,19,12.8,0.674,-0.6,1.4e-01,1.0e+00,0.4369,1324,20,25,13,18,9,23,12,7
ENSG00000159176,CSRP1,307.5,130,177.5,1.366,0.4,1.4e-01,1.0e+00,0.4369,1325,103,132,117,168,141,124,304,141
ENSG00000165572,KBTBD6,23.2,14,9.2,0.667,-0.6,1.4e-01,1.0e+00,0.4369,1325,25,8,13,10,10,8,10,9
ENSG00000126773,PCNX4,120.2,65.5,54.8,0.834,-0.3,1.4e-01,1.0e+00,0.4369,1326,70,75,63,54,55,55,66,43
ENSG00000112419,PHACTR2,147,63.5,83.5,1.314,0.4,1.5e-01,1.0e+00,0.438,1329,49,65,57,83,47,95,88,104
ENSG00000100983,GSS,51.8,29.5,22.2,0.772,-0.4,1.5e-01,1.0e+00,0.438,1330,31,26,32,29,23,14,32,20
ENSG00000197081,IGF2R,1021.2,544.8,476.5,0.874,-0.2,1.5e-01,1.0e+00,0.438,1330,578,477,583,541,544,427,469,466
ENSG00000100888,CHD8,157.5,84.2,73.2,0.869,-0.2,1.5e-01,1.0e+00,0.4382,1331,82,98,74,83,66,79,75,73
ENSG00000011028,MRC2,1446.5,773,673.5,0.871,-0.2,1.5e-01,1.0e+00,0.4383,1332,749,874,647,822,661,711,623,699
ENSG00000061676,NCKAP1,486.5,227,259.5,1.142,0.2,1.5e-01,1.0e+00,0.4385,1333,206,208,248,246,229,284,262,263
ENSG00000140941,MAP1LC3B,301.8,161.5,140.2,0.87,-0.2,1.5e-01,1.0e+00,0.4385,1333,153,143,170,180,140,134,125,162
ENSG00000253304,TMEM200B,48.2,20,28.2,1.412,0.5,1.5e-01,1.0e+00,0.4385,1334,23,13,16,28,27,38,15,33
ENSG00000108256,NUFIP2,195.8,90.8,105,1.152,0.2,1.5e-01,1.0e+00,0.4385,1334,89,94,106,74,108,108,106,98
ENSG00000198162,MAN1A2,189.5,102.8,86.8,0.845,-0.2,1.5e-01,1.0e+00,0.4385,1335,83,104,93,131,78,86,91,92
ENSG00000142892,PIGK,102.2,46.5,55.8,1.196,0.3,1.5e-01,1.0e+00,0.4385,1335,49,43,47,47,51,72,46,54
ENSG00000140836,ZFHX3,111.2,51.2,60,1.172,0.2,1.5e-01,1.0e+00,0.4397,1339,42,52,53,58,56,70,58,56
ENSG00000130818,ZNF426,45,25.8,19.2,0.762,-0.4,1.5e-01,1.0e+00,0.4397,1340,23,28,21,31,23,22,21,11
ENSG00000111605,CPSF6,109.8,50,59.8,1.193,0.3,1.5e-01,1.0e+00,0.4397,1340,41,50,47,62,68,55,52,64
ENSG00000172081,MOB3A,86.8,38.2,48.5,1.265,0.3,1.5e-01,1.0e+00,0.4397,1341,37,38,53,25,50,56,44,44
ENSG00000168286,THAP11,39,22.2,16.8,0.763,-0.4,1.5e-01,1.0e+00,0.4401,1342,32,17,20,20,16,14,16,21
ENSG00000184205,TSPYL2,58.8,33.8,25,0.739,-0.4,1.5e-01,1.0e+00,0.4401,1343,28,39,29,39,39,20,15,26
ENSG00000103222,ABCC1,222.8,145.2,77.5,0.537,-0.9,1.5e-01,1.0e+00,0.4401,1343,227,129,155,70,172,87,32,19
ENSG00000122678,POLM,38.8,16.5,22.2,1.352,0.4,1.5e-01,1.0e+00,0.4401,1344,16,18,10,22,21,30,22,16
ENSG00000161057,PSMC2,117,62.8,54.2,0.864,-0.2,1.5e-01,1.0e+00,0.4401,1344,66,62,61,62,46,51,60,60
ENSG00000166750,SLFN5,413.2,221,192.2,0.87,-0.2,1.5e-01,1.0e+00,0.4401,1345,258,208,227,191,187,194,214,174
ENSG00000116898,MRPS15,54,30.5,23.5,0.782,-0.4,1.5e-01,1.0e+00,0.4403,1346,36,20,35,31,24,23,28,19
ENSG00000131069,ACSS2,59.2,26.8,32.5,1.219,0.3,1.5e-01,1.0e+00,0.4403,1346,25,23,34,25,31,36,29,34
ENSG00000185917,SETD4,27,15.5,11.5,0.746,-0.4,1.5e-01,1.0e+00,0.4403,1347,16,16,14,16,12,8,9,17
ENSG00000167380,ZNF226,25.8,15.2,10.5,0.694,-0.5,1.5e-01,1.0e+00,0.4403,1347,20,18,15,8,7,10,14,11
ENSG00000143815,LBR,48,19.8,28.2,1.428,0.5,1.5e-01,1.0e+00,0.4405,1348,32,14,19,14,35,26,16,36
ENSG00000197601,FAR1,101.8,45,56.8,1.256,0.3,1.5e-01,1.0e+00,0.4407,1349,55,50,37,38,57,77,44,49
ENSG00000128284,APOL3,36.2,14.5,21.8,1.551,0.6,1.5e-01,1.0e+00,0.4407,1349,13,21,10,14,22,40,13,12
ENSG00000089902,RCOR1,42.8,18.8,24,1.273,0.3,1.5e-01,1.0e+00,0.4407,1350,17,15,25,18,25,18,26,27
ENSG00000066422,ZBTB11,49.8,28,21.8,0.778,-0.4,1.5e-01,1.0e+00,0.4407,1350,25,22,29,36,18,17,25,27
ENSG00000171467,ZNF318,63.8,35.5,28.2,0.806,-0.3,1.5e-01,1.0e+00,0.4408,1351,33,34,40,35,35,32,27,19
ENSG00000119705,SLIRP,24.8,14.2,10.5,0.753,-0.4,1.5e-01,1.0e+00,0.4408,1352,11,12,16,18,13,11,9,9
ENSG00000106608,URGCP,48,21.5,26.5,1.245,0.3,1.5e-01,1.0e+00,0.441,1353,16,20,24,26,22,29,29,26
ENSG00000108854,SMURF2,275.2,152,123.2,0.81,-0.3,1.5e-01,1.0e+00,0.441,1353,109,199,177,123,115,112,127,139
ENSG00000124641,MED20,32,18.2,13.8,0.76,-0.4,1.5e-01,1.0e+00,0.441,1354,22,17,21,13,18,13,10,14
ENSG00000158623,COPG2,51.5,29.2,22.2,0.778,-0.4,1.5e-01,1.0e+00,0.4415,1355,36,28,27,26,22,32,18,17
ENSG00000137821,LRRC49,22.8,14,8.8,0.624,-0.7,1.5e-01,1.0e+00,0.4416,1356,11,16,12,17,3,17,10,5
ENSG00000196652,ZKSCAN5,36,20,16,0.817,-0.3,1.5e-01,1.0e+00,0.4416,1357,19,20,19,22,17,14,15,18
ENSG00000102125,TAFAZZIN,29.2,12,17.2,1.434,0.5,1.5e-01,1.0e+00,0.4417,1357,15,6,19,8,20,17,18,14
ENSG00000123200,ZC3H13,243,131.5,111.5,0.849,-0.2,1.5e-01,1.0e+00,0.4422,1359,132,139,133,122,123,80,117,126
ENSG00000183779,ZNF703,106.5,44,62.5,1.418,0.5,1.5e-01,1.0e+00,0.4422,1360,43,55,34,44,93,57,26,74
ENSG00000145214,DGKQ,38.5,16.8,21.8,1.3,0.4,1.5e-01,1.0e+00,0.4422,1360,16,18,21,12,28,17,22,20
ENSG00000171914,TLN2,118.2,67.2,51,0.759,-0.4,1.5e-01,1.0e+00,0.4422,1361,73,74,40,82,42,59,36,67
ENSG00000100393,EP300,197.8,92,105.8,1.148,0.2,1.5e-01,1.0e+00,0.4436,1365,93,92,108,75,109,105,105,104
ENSG00000110025,SNX15,25.2,10,15.2,1.514,0.6,1.5e-01,1.0e+00,0.4436,1366,16,8,13,3,17,13,14,17
ENSG00000170860,LSM3,37,21.2,15.8,0.755,-0.4,1.5e-01,1.0e+00,0.4436,1366,16,30,20,19,17,11,20,15
ENSG00000198898,CAPZA2,217.2,101.5,115.8,1.141,0.2,1.5e-01,1.0e+00,0.4437,1367,104,104,92,106,103,133,119,108
ENSG00000171792,RHNO1,30,17,13,0.77,-0.4,1.5e-01,1.0e+00,0.444,1369,15,14,22,17,16,9,13,14
ENSG00000066044,ELAVL1,97.8,44.8,53,1.184,0.2,1.5e-01,1.0e+00,0.4444,1370,47,37,54,41,56,49,58,49
ENSG00000123636,BAZ2B,62.2,34.2,28,0.823,-0.3,1.5e-01,1.0e+00,0.4445,1371,34,27,40,36,24,30,26,32
ENSG00000159596,TMEM69,31.5,18.2,13.2,0.745,-0.4,1.5e-01,1.0e+00,0.4446,1372,17,15,23,18,19,9,15,10
ENSG00000187147,RNF220,92.2,42.5,49.8,1.177,0.2,1.5e-01,1.0e+00,0.4446,1372,38,48,42,42,59,45,50,45
ENSG00000196776,CD47,177.5,96,81.5,0.848,-0.2,1.5e-01,1.0e+00,0.4446,1373,77,111,96,100,66,89,90,81
ENSG00000157873,TNFRSF14,18.2,12.5,5.8,0.473,-1.1,1.5e-01,1.0e+00,0.4447,1373,12,13,15,10,11,0,12,0
ENSG00000100836,PABPN1,155,83.2,71.8,0.862,-0.2,1.5e-01,1.0e+00,0.4447,1374,85,74,81,93,84,71,72,60
ENSG00000198791,CNOT7,95.5,52.8,42.8,0.814,-0.3,1.5e-01,1.0e+00,0.4449,1375,40,47,61,63,41,40,36,54
ENSG00000006534,ALDH3B1,100.8,43.2,57.5,1.332,0.4,1.5e-01,1.0e+00,0.4449,1375,37,49,58,29,67,61,68,34
ENSG00000186432,KPNA4,159.8,73.5,86.2,1.175,0.2,1.5e-01,1.0e+00,0.4449,1376,89,64,73,68,75,100,89,81
ENSG00000198276,UCKL1,33.5,15,18.5,1.271,0.3,1.5e-01,1.0e+00,0.4449,1376,13,13,18,16,22,14,20,18
ENSG00000187866,PABIR1,34.2,19.2,15,0.774,-0.4,1.5e-01,1.0e+00,0.445,1377,18,14,25,20,16,18,11,15
ENSG00000213445,SIPA1,49.5,22.2,27.2,1.244,0.3,1.5e-01,1.0e+00,0.4451,1377,20,28,18,23,31,26,30,22
ENSG00000123297,TSFM,21.5,12.5,9,0.737,-0.4,1.5e-01,1.0e+00,0.4454,1379,13,15,12,10,7,11,11,7
ENSG00000198464,ZNF480,25.8,14.8,11,0.75,-0.4,1.5e-01,1.0e+00,0.4454,1380,14,12,19,14,11,7,14,12
ENSG00000135316,SYNCRIP,162.8,73,89.8,1.232,0.3,1.5e-01,1.0e+00,0.4455,1380,89,70,78,55,119,72,85,83
ENSG00000117713,ARID1A,134.2,72.8,61.5,0.85,-0.2,1.5e-01,1.0e+00,0.4455,1381,84,76,67,64,67,71,56,52
ENSG00000109436,TBC1D9,67,37,30,0.812,-0.3,1.5e-01,1.0e+00,0.4457,1382,33,41,32,42,39,25,30,26
ENSG00000064490,RFXANK,34,19.5,14.5,0.759,-0.4,1.5e-01,1.0e+00,0.4461,1383,15,26,22,15,13,13,19,13
ENSG00000013016,EHD3,169.5,69.5,100,1.45,0.5,1.5e-01,1.0e+00,0.4462,1384,86,61,73,58,178,49,105,68
ENSG00000281813,KAT6B,160,85.5,74.5,0.869,-0.2,1.5e-01,1.0e+00,0.4462,1384,71,83,98,90,75,69,76,78
ENSG00000116017,ARID3A,41.8,17.2,24.5,1.443,0.5,1.5e-01,1.0e+00,0.4466,1386,17,20,22,10,28,22,36,12
ENSG00000133639,BTG1,119.5,54.2,65.2,1.203,0.3,1.5e-01,1.0e+00,0.4466,1387,58,41,69,49,67,57,64,73
ENSG00000133773,CCDC59,21.8,12.5,9.2,0.744,-0.4,1.5e-01,1.0e+00,0.4469,1388,13,11,14,12,7,11,7,12
ENSG00000160867,FGFR4,28,16.5,11.5,0.716,-0.5,1.5e-01,1.0e+00,0.4472,1389,19,15,12,20,18,7,11,10
ENSG00000147133,TAF1,98.8,53.2,45.5,0.854,-0.2,1.5e-01,1.0e+00,0.4472,1390,47,54,53,59,48,50,36,48
ENSG00000187240,DYNC2H1,147,78.5,68.5,0.873,-0.2,1.5e-01,1.0e+00,0.4473,1391,75,71,85,83,65,62,77,70
ENSG00000074319,TSG101,93,41.2,51.8,1.251,0.3,1.5e-01,1.0e+00,0.4475,1392,34,51,52,28,49,58,50,50
ENSG00000176407,KCMF1,77.5,35.2,42.2,1.207,0.3,1.5e-01,1.0e+00,0.4478,1393,30,36,41,34,36,44,37,52
ENSG00000111540,RAB5B,334.8,157.5,177.2,1.127,0.2,1.5e-01,1.0e+00,0.4478,1393,158,177,153,142,179,189,167,174
ENSG00000136848,DAB2IP,130.2,70.5,59.8,0.85,-0.2,1.5e-01,1.0e+00,0.4478,1394,74,68,69,71,47,54,68,70
ENSG00000129422,MTUS1,46.8,20,26.8,1.315,0.4,1.5e-01,1.0e+00,0.4483,1396,19,16,28,17,32,18,26,31
ENSG00000137265,IRF4,21,7.2,13.8,1.883,0.9,1.5e-01,1.0e+00,0.4485,1397,6,3,2,18,18,18,5,14
ENSG00000101109,STK4,65.5,36,29.5,0.819,-0.3,1.5e-01,1.0e+00,0.4485,1397,46,31,30,37,30,25,31,32
ENSG00000102547,CAB39L,50.2,21.2,29,1.38,0.5,1.5e-01,1.0e+00,0.4485,1398,26,29,18,12,18,28,34,36
ENSG00000099953,MMP11,19,13.2,5.8,0.439,-1.2,1.5e-01,1.0e+00,0.4485,1398,21,11,14,7,17,6,0,0
ENSG00000182372,CLN8,41.8,24,17.8,0.756,-0.4,1.5e-01,1.0e+00,0.4486,1399,25,22,18,31,14,13,21,23
ENSG00000122687,MRM2,26,15,11,0.749,-0.4,1.5e-01,1.0e+00,0.449,1401,10,16,18,16,11,9,10,14
ENSG00000189266,PNRC2,157.8,73.5,84.2,1.15,0.2,1.5e-01,1.0e+00,0.449,1401,84,75,72,63,94,83,78,82
ENSG00000213918,DNASE1,47,26.2,20.8,0.791,-0.3,1.5e-01,1.0e+00,0.4492,1402,21,25,28,31,16,26,18,23
ENSG00000163249,CCNYL1,42.8,19,23.8,1.245,0.3,1.5e-01,1.0e+00,0.4492,1403,19,14,20,23,21,21,27,26
ENSG00000064933,PMS1,42.2,17.8,24.5,1.386,0.5,1.5e-01,1.0e+00,0.4492,1403,16,8,26,21,32,22,21,23
ENSG00000005007,UPF1,180.2,81.5,98.8,1.213,0.3,1.5e-01,1.0e+00,0.4494,1404,87,92,56,91,100,79,107,109
ENSG00000152193,OBI1,27.2,11.5,15.8,1.373,0.5,1.5e-01,1.0e+00,0.4502,1407,9,11,13,13,9,21,18,15
ENSG00000184277,TM2D3,46.8,26.2,20.5,0.797,-0.3,1.5e-01,1.0e+00,0.4502,1408,28,32,19,26,18,25,19,20
ENSG00000033050,ABCF2,66.5,29.2,37.2,1.27,0.3,1.5e-01,1.0e+00,0.4502,1408,33,23,34,27,39,27,50,33
ENSG00000153140,CETN3,20.8,12.2,8.5,0.71,-0.5,1.5e-01,1.0e+00,0.4502,1409,11,12,17,9,10,8,5,11
ENSG00000162910,MRPL55,23.5,13.8,9.8,0.712,-0.5,1.5e-01,1.0e+00,0.4502,1409,14,16,7,18,9,9,12,9
ENSG00000176531,PHLDB3,20.8,12,8.8,0.745,-0.4,1.5e-01,1.0e+00,0.4503,1410,10,13,11,14,11,6,10,8
ENSG00000153006,SREK1IP1,39.2,17.2,22,1.265,0.3,1.5e-01,1.0e+00,0.4503,1410,17,18,19,15,20,16,26,26
ENSG00000065060,BLTP3A,40,22.8,17.2,0.767,-0.4,1.5e-01,1.0e+00,0.4508,1412,26,14,25,26,20,16,20,13
ENSG00000178761,FAM219B,90,49,41,0.839,-0.3,1.5e-01,1.0e+00,0.4508,1413,45,47,53,51,50,44,31,39
ENSG00000028839,TBPL1,26.8,15.8,11,0.703,-0.5,1.5e-01,1.0e+00,0.4516,1416,18,15,16,14,16,12,4,12
ENSG00000126368,NR1D1,34.5,19.8,14.8,0.743,-0.4,1.5e-01,1.0e+00,0.4516,1416,30,15,15,19,15,18,15,11
ENSG00000111424,VDR,87.5,48,39.5,0.819,-0.3,1.5e-01,1.0e+00,0.4516,1417,50,48,47,47,45,33,51,29
ENSG00000143845,ETNK2,22,9,13,1.468,0.6,1.6e-01,1.0e+00,0.4519,1418,11,8,7,10,14,12,6,20
ENSG00000089234,BRAP,42,18.2,23.8,1.298,0.4,1.6e-01,1.0e+00,0.4519,1419,18,13,21,21,18,32,25,20
ENSG00000125166,GOT2,67.5,30.8,36.8,1.193,0.3,1.6e-01,1.0e+00,0.4525,1421,29,28,31,35,34,41,41,31
ENSG00000112146,FBXO9,114,52.5,61.5,1.173,0.2,1.6e-01,1.0e+00,0.453,1423,48,54,48,60,60,70,50,66
ENSG00000198919,DZIP3,60.5,33.2,27.2,0.823,-0.3,1.6e-01,1.0e+00,0.4532,1424,39,34,25,35,27,30,25,27
ENSG00000168137,SETD5,200.5,106.8,93.8,0.879,-0.2,1.6e-01,1.0e+00,0.4532,1425,103,111,118,95,101,88,100,86
ENSG00000164535,DAGLB,28.8,12.2,16.5,1.324,0.4,1.6e-01,1.0e+00,0.4532,1425,16,12,10,11,15,16,13,22
ENSG00000289027,ENSG00000289027,21.5,16.2,5.2,0.312,-1.7,1.6e-01,1.0e+00,0.4532,1425,14,0,29,22,0,21,0,0
ENSG00000125875,TBC1D20,136,73.2,62.8,0.857,-0.2,1.6e-01,1.0e+00,0.4532,1426,78,68,74,73,75,51,58,67
ENSG00000079150,FKBP7,59.5,33.2,26.2,0.794,-0.3,1.6e-01,1.0e+00,0.4548,1431,44,27,27,35,27,22,24,32
ENSG00000271383,NBPF19,46,27,19,0.707,-0.5,1.6e-01,1.0e+00,0.4548,1432,21,17,38,32,16,11,28,21
ENSG00000100364,KIAA0930,156,86.8,69.2,0.799,-0.3,1.6e-01,1.0e+00,0.4554,1434,108,75,103,61,90,57,66,64
ENSG00000123130,ACOT9,89,41,48,1.165,0.2,1.6e-01,1.0e+00,0.4556,1435,38,46,42,38,52,43,44,53
ENSG00000113597,TRAPPC13,25.2,14.5,10.8,0.757,-0.4,1.6e-01,1.0e+00,0.4557,1436,13,17,17,11,13,12,10,8
ENSG00000198900,TOP1,118.5,64.8,53.8,0.828,-0.3,1.6e-01,1.0e+00,0.4557,1436,49,66,71,73,50,48,69,48
ENSG00000004975,DVL2,83.2,46,37.2,0.814,-0.3,1.6e-01,1.0e+00,0.4557,1437,57,35,50,42,42,35,29,43
ENSG00000213614,HEXA,345,185,160,0.866,-0.2,1.6e-01,1.0e+00,0.4559,1438,186,200,209,145,152,162,176,150
ENSG00000138381,ASNSD1,81.2,35.2,46,1.298,0.4,1.6e-01,1.0e+00,0.4559,1438,19,39,41,42,38,58,41,47
ENSG00000086015,MAST2,151.5,82.2,69.2,0.839,-0.3,1.6e-01,1.0e+00,0.4561,1439,64,100,90,75,80,67,58,72
ENSG00000137500,CCDC90B,73.5,40.2,33.2,0.828,-0.3,1.6e-01,1.0e+00,0.4562,1440,47,34,36,44,31,27,38,37
ENSG00000060971,ACAA1,63.8,28.2,35.5,1.266,0.3,1.6e-01,1.0e+00,0.4562,1441,22,33,23,35,46,31,36,29
ENSG00000116604,MEF2D,154.2,71,83.2,1.169,0.2,1.6e-01,1.0e+00,0.4565,1442,65,65,68,86,87,81,70,95
ENSG00000276111,SDCCAG8,26.8,16.2,10.5,0.651,-0.6,1.6e-01,1.0e+00,0.4567,1443,15,16,16,18,10,2,13,17
ENSG00000163517,HDAC11,33,19,14,0.732,-0.4,1.6e-01,1.0e+00,0.4574,1446,18,11,25,22,13,20,10,13
ENSG00000105819,PMPCB,85.8,39.5,46.2,1.168,0.2,1.6e-01,1.0e+00,0.4574,1446,45,38,42,33,44,45,50,46
ENSG00000085644,ZNF213,27.2,17.5,9.8,0.563,-0.8,1.6e-01,1.0e+00,0.4574,1447,24,13,15,18,17,9,0,13
ENSG00000167232,ZNF91,29,17.2,11.8,0.697,-0.5,1.6e-01,1.0e+00,0.4574,1447,10,15,25,19,8,14,16,9
ENSG00000171490,RSL1D1,171.2,78.8,92.5,1.169,0.2,1.6e-01,1.0e+00,0.4576,1448,72,84,87,72,114,78,93,85
ENSG00000164897,TMUB1,26.5,15,11.5,0.772,-0.4,1.6e-01,1.0e+00,0.4577,1449,17,11,14,18,13,9,11,13
ENSG00000141084,RANBP10,42.5,18.8,23.8,1.278,0.4,1.6e-01,1.0e+00,0.4577,1449,21,21,17,16,18,24,32,21
ENSG00000234616,JRK,41.2,23.2,18,0.782,-0.4,1.6e-01,1.0e+00,0.4578,1450,27,23,20,23,12,18,23,19
ENSG00000054148,PHPT1,74.8,42.5,32.2,0.755,-0.4,1.6e-01,1.0e+00,0.4578,1451,64,41,34,31,44,30,30,25
ENSG00000124299,PEPD,131,71.2,59.8,0.838,-0.3,1.6e-01,1.0e+00,0.4578,1451,80,58,75,72,51,55,56,77
ENSG00000139174,PRICKLE1,51,29.2,21.8,0.747,-0.4,1.6e-01,1.0e+00,0.4578,1452,33,30,27,27,13,35,21,18
ENSG00000173915,ATP5MK,50.5,22,28.5,1.307,0.4,1.6e-01,1.0e+00,0.4578,1452,34,17,19,18,31,26,34,23
ENSG00000169241,SLC50A1,28.8,17.5,11.2,0.661,-0.6,1.6e-01,1.0e+00,0.4581,1453,18,17,18,17,20,9,13,3
ENSG00000130479,MAP1S,52.5,23.5,29,1.246,0.3,1.6e-01,1.0e+00,0.4581,1454,28,25,17,24,30,23,29,34
ENSG00000136068,FLNB,185.5,81.2,104.2,1.278,0.4,1.6e-01,1.0e+00,0.4583,1455,83,92,48,102,77,96,121,123
ENSG00000274047,SYNRG,37.2,22.2,15,0.675,-0.6,1.6e-01,1.0e+00,0.4583,1456,36,10,27,16,10,19,16,15
ENSG00000119760,SUPT7L,72.5,40.2,32.2,0.799,-0.3,1.6e-01,1.0e+00,0.4583,1456,38,47,37,39,38,20,38,33
ENSG00000091436,MAP3K20,403.2,213.8,189.5,0.888,-0.2,1.6e-01,1.0e+00,0.4596,1461,227,203,235,190,202,179,190,187
ENSG00000100934,SEC23A,319.5,150.2,169.2,1.128,0.2,1.6e-01,1.0e+00,0.4596,1461,164,142,135,160,167,166,186,158
ENSG00000118596,SLC16A7,94.8,41.8,53,1.27,0.3,1.6e-01,1.0e+00,0.4598,1462,42,38,41,46,46,65,32,69
ENSG00000110713,NUP98,191,88.2,102.8,1.163,0.2,1.6e-01,1.0e+00,0.4599,1463,72,89,102,90,87,105,116,103
ENSG00000158552,ZFAND2B,32.5,19.2,13.2,0.708,-0.5,1.6e-01,1.0e+00,0.46,1464,28,15,17,17,18,8,9,18
ENSG00000112062,MAPK14,103.2,47.8,55.5,1.157,0.2,1.6e-01,1.0e+00,0.46,1464,48,53,44,46,49,56,64,53
ENSG00000118363,SPCS2,99.8,45.2,54.5,1.205,0.3,1.6e-01,1.0e+00,0.46,1464,46,47,40,48,69,45,61,43
ENSG00000160299,PCNT,88.2,49,39.2,0.797,-0.3,1.6e-01,1.0e+00,0.46,1465,42,39,49,66,51,30,41,35
ENSG00000124788,ATXN1,107.8,60.2,47.5,0.789,-0.3,1.6e-01,1.0e+00,0.46,1465,65,64,37,75,57,48,35,50
ENSG00000113649,TCERG1,69,38.8,30.2,0.773,-0.4,1.6e-01,1.0e+00,0.4607,1468,41,43,41,30,27,21,46,27
ENSG00000171723,GPHN,19.8,11.8,8,0.696,-0.5,1.6e-01,1.0e+00,0.4607,1469,12,10,14,11,14,5,5,8
ENSG00000122359,ANXA11,667.8,303.2,364.5,1.202,0.3,1.6e-01,1.0e+00,0.4607,1469,324,375,233,281,311,413,309,425
ENSG00000139826,ABHD13,36,15,21,1.387,0.5,1.6e-01,1.0e+00,0.4607,1470,16,16,10,18,17,34,15,18
ENSG00000117543,DPH5,37,21.2,15.8,0.756,-0.4,1.6e-01,1.0e+00,0.4607,1470,24,21,19,21,23,18,12,10
ENSG00000067829,IDH3G,62,34,28,0.821,-0.3,1.6e-01,1.0e+00,0.4607,1471,39,29,32,36,32,21,30,29
ENSG00000110492,MDK,127.8,71,56.8,0.804,-0.3,1.6e-01,1.0e+00,0.4607,1471,90,58,76,60,71,40,64,52
ENSG00000174891,RSRC1,33.8,19.2,14.5,0.752,-0.4,1.6e-01,1.0e+00,0.4619,1475,16,12,28,21,14,13,15,16
ENSG00000003756,RBM5,257.2,135.5,121.8,0.898,-0.2,1.6e-01,1.0e+00,0.4619,1476,138,137,140,127,119,121,116,131
ENSG00000111252,SH2B3,101.5,43.5,58,1.329,0.4,1.6e-01,1.0e+00,0.4622,1477,37,46,29,62,46,70,40,76
ENSG00000127419,TMEM175,33.8,19,14.8,0.779,-0.4,1.6e-01,1.0e+00,0.4624,1478,19,21,20,16,18,16,9,16
ENSG00000122545,SEPTIN7,765.2,349.2,416,1.191,0.3,1.6e-01,1.0e+00,0.4624,1479,326,435,268,368,367,499,381,417
ENSG00000117020,AKT3,97.2,41.5,55.8,1.346,0.4,1.6e-01,1.0e+00,0.4626,1480,37,52,32,45,64,81,29,49
ENSG00000175105,ZNF654,47,21,26,1.249,0.3,1.6e-01,1.0e+00,0.4626,1480,24,24,19,17,23,21,32,28
ENSG00000105732,ZNF574,23,13.8,9.2,0.675,-0.6,1.6e-01,1.0e+00,0.4629,1482,18,14,12,11,16,5,11,5
ENSG00000197712,FAM114A1,353.8,186.5,167.2,0.898,-0.2,1.6e-01,1.0e+00,0.463,1482,176,187,186,197,179,156,166,168
ENSG00000150459,SAP18,175.8,82,93.8,1.142,0.2,1.6e-01,1.0e+00,0.463,1483,81,74,92,81,81,95,95,104
